id_deputado,id_despesa,categoria,data_referencia,valor_gasto,cnpj_fornecedor,nome_fornecedor,nome_deputado,uf,partido
220618,8033967,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-22,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051747,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,53.63,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076141,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-01,5131.77,02394473000146,POSTO LIBERDADE LOCATELLI LTDA.,Dagoberto Nogueira,MS,PP
74467,DA0C41D5-6DF9-4054-A5A2-50C29E27466A,PASSAGEM AÉREA - SIGEPA,2025-12-20,111,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8014701,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-17,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,D3D89D45-49A6-4421-A6B5-B1C804D242D1,PASSAGEM AÉREA - SIGEPA,2025-11-25,1639.19,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,8021077,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2025-11-27,16291,16826220000109,PAX IMÓVEIS LTDA.,Pedro Paulo,RJ,PSD
220545,8063394,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-03,800,08532429000131,AMORETTO CAFES EXPRESSO LTDA,Filipe Martins,TO,PL
66828,8089828,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-16,150,45983376000100,GROENLANDIA AUTO POSTO LT,Fausto Pinato,SP,PP
220648,DA0BAE6D-0EA3-4281-80DB-916C0AAF4AD3,PASSAGEM AÉREA - SIGEPA,2025-12-18,669.44,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8033965,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-22,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051746,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,16.53,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8058001,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-02,4919.66,02394473000146,POSTO LIBERDADE LOCATELLI LTDA.,Dagoberto Nogueira,MS,PP
74467,1A302B39-892B-4E99-8858-FB6244E44DAE,PASSAGEM AÉREA - SIGEPA,2025-12-20,2929.48,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8013001,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-10,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,D3D89D45-49A6-4421-A6B5-B1C804D242D1,PASSAGEM AÉREA - SIGEPA,2025-11-25,105,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
220545,8038482,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-07,800,08532429000131,AMORETTO CAFES EXPRESSO LTDA,Filipe Martins,TO,PL
66828,8043187,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-27,130,63028476000150,DUTRAO AUTO POSTO LT,Fausto Pinato,SP,PP
220648,0BC046D7-A7B0-470B-84FD-A57DE7350AAB,PASSAGEM AÉREA - SIGEPA,2025-12-18,756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8033959,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-22,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051745,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,16.53,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8047237,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-03,2006.11,02394473000146,POSTO LIBERDADE LOCATELLI LTDA.,Dagoberto Nogueira,MS,PP
74467,1A302B39-892B-4E99-8858-FB6244E44DAE,PASSAGEM AÉREA - SIGEPA,2025-12-20,126,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8029162,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-15,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,D3D89D45-49A6-4421-A6B5-B1C804D242D1,PASSAGEM AÉREA - SIGEPA,2025-11-25,-534.19,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
220545,9CDCFA0B-0AE5-491A-AD22-1800DEC50D72,PASSAGEM AÉREA - SIGEPA,2025-12-11,3020.04,,LATAM Airlines Brasil,Filipe Martins,TO,PL
66828,8041515,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-21,120,55653437000116,D & L ITAIM AUTO POSTO,Fausto Pinato,SP,PP
220648,0BC046D7-A7B0-470B-84FD-A57DE7350AAB,PASSAGEM AÉREA - SIGEPA,2025-12-18,-756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8033962,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-22,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051744,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-05,19.25,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8067085,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-13,300,26991067000129,CRUZEIRO COMBUSTIVEIS E SERVICOS S/A,Dagoberto Nogueira,MS,PP
74467,0505E196-4A3D-4F95-AE2A-ED2FC6CE435A,PASSAGEM AÉREA - SIGEPA,2025-11-10,361.09,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8019653,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-13,233.66,03265397000131,PAULO SERGIO DA SILVA COMBUSTIVEIS LTDA,Welter,PR,PT
74270,0C6F06AC-7D16-4F06-94BC-34A2B1AF94DA,PASSAGEM AÉREA - SIGEPA,2025-12-08,2259.39,,Gol Linhas Aéreas,Gilberto Nascimento,SP,PSD
220545,9CDCFA0B-0AE5-491A-AD22-1800DEC50D72,PASSAGEM AÉREA - SIGEPA,2025-12-11,-3020.04,,LATAM Airlines Brasil,Filipe Martins,TO,PL
66828,8090000,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-27,100,55653437000116,D & L ITAIM AUTO POSTO,Fausto Pinato,SP,PP
220648,A93E1427-61F3-4E30-84CA-510BD226BF28,PASSAGEM AÉREA - SIGEPA,2025-12-18,756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8025725,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051742,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-04,30.45,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8061709,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-05,200,26991067000129,CRUZEIRO COMBUSTIVEIS E SERVICOS S/A,Dagoberto Nogueira,MS,PP
74467,0505E196-4A3D-4F95-AE2A-ED2FC6CE435A,PASSAGEM AÉREA - SIGEPA,2025-11-10,144,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8022891,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-29,142.27,17609308000646,PANDOLFI COMBUSTIVEIS LTDA,Welter,PR,PT
74270,0C6F06AC-7D16-4F06-94BC-34A2B1AF94DA,PASSAGEM AÉREA - SIGEPA,2025-12-08,75,,Gol Linhas Aéreas,Gilberto Nascimento,SP,PSD
220545,909F01F3-293E-4D4E-ADF4-7AC7148B2931,PASSAGEM AÉREA - SIGEPA,2025-12-01,2000.5,,Gol Linhas Aéreas,Filipe Martins,TO,PL
66828,8050487,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-06,120,20190819000176,CENTRO AUTOMOTIVO THOMAS EDISON LTDA,Fausto Pinato,SP,PP
220648,A93E1427-61F3-4E30-84CA-510BD226BF28,PASSAGEM AÉREA - SIGEPA,2025-12-18,-756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8025720,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051740,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-04,19.65,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8082200,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-14,200,30879261000194,AUTO POSTO GOLDEN GAS LAGO LTDA.,Dagoberto Nogueira,MS,PP
74467,B501DAB8-56DA-4747-ABF5-6D007205A8EF,PASSAGEM AÉREA - SIGEPA,2025-11-09,1112.61,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8017092,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-22,207.8,82494030000328,OKLAHOMA COM&Eacute;RCIO DE COMBUST&Iacute;VEIS LTDA,Welter,PR,PT
74270,463E42F2-F195-40AF-8FBB-E4551A9EF059,PASSAGEM AÉREA - SIGEPA,2025-11-11,1892.21,,Gol Linhas Aéreas,Gilberto Nascimento,SP,PSD
220545,E2A2F648-A9FD-4F04-A5E6-EFEB2472158D,PASSAGEM AÉREA - SIGEPA,2025-12-17,1961.04,,Azul Linhas Aéreas,Filipe Martins,TO,PL
66828,8050496,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-29,120,10756730000170,CENTRO AUTOMOTIVO COALAS LIMITADA,Fausto Pinato,SP,PP
220648,71CE8DB6-9314-4881-B770-78D9533808E5,PASSAGEM AÉREA - SIGEPA,2025-12-18,756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022143,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-01,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051739,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-04,15,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8089924,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-28,300,38194212000120,AUTO POSTO 303 NORTE LTDA,Dagoberto Nogueira,MS,PP
74467,B501DAB8-56DA-4747-ABF5-6D007205A8EF,PASSAGEM AÉREA - SIGEPA,2025-11-09,144,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8030740,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-15,250.02,81210734000105,M R R COMERCIO DE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,8053867,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-01-19,4890,45414964000114,VIA LOCADORA DE AUTOMOVEIS LTDA,Gilberto Nascimento,SP,PSD
220545,8028117,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",2025-12-10,237.99,26484154000190,RealSul TRansportes e Turismo Ltda - EPP,Filipe Martins,TO,PL
66828,8051141,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-11,116.8,29032820000147,BELIZE COMPANY AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,F93F3ADD-3F93-4D3C-A702-FB83B506D480,PASSAGEM AÉREA - SIGEPA,2025-12-16,2257.18,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022162,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051670,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-03,20.58,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8073470,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-29,150.05,00324072000194,ANGICO COMERCIO DE COMBUSTIVEL EIRELI,Dagoberto Nogueira,MS,PP
74467,9B410984-5C14-41EE-AED4-047C94B06AB2,PASSAGEM AÉREA - SIGEPA,2025-12-27,1000.62,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8028155,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-10,180,81210734000105,M R R COMERCIO DE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,8033918,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-12-19,4890,45414964000114,VIA LOCADORA DE AUTOMOVEIS LTDA,Gilberto Nascimento,SP,PSD
220545,8040619,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-01-19,11800,24084890000125,ELITE EMPREENDIMENTO COMERCIAL LTDA,Filipe Martins,TO,PL
66828,8050448,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-09,206.6,29032820000147,BELIZE COMPANY AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,F93F3ADD-3F93-4D3C-A702-FB83B506D480,PASSAGEM AÉREA - SIGEPA,2025-12-16,-2257.18,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022178,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051661,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-03,16.47,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8050405,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-09,300,00306597003112,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,Dagoberto Nogueira,MS,PP
74467,C65E5F7F-ADDF-4C63-AC40-4EE208C5C621,PASSAGEM AÉREA - SIGEPA,2025-12-19,1000.62,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8026562,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-06,319.72,81210734000105,M R R COMERCIO DE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,8020818,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-11-17,4890,45414964000114,VIA LOCADORA DE AUTOMOVEIS LTDA,Gilberto Nascimento,SP,PSD
220545,8027546,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-12-10,11800,24084890000125,ELITE EMPREENDIMENTO COMERCIAL LTDA,Filipe Martins,TO,PL
66828,8050449,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-05,100,29032820000147,BELIZE COMPANY AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,86179C4F-A517-478D-BAC0-BD35E38DA054,PASSAGEM AÉREA - SIGEPA,2025-12-16,1061.61,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8030290,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-12-16,10000,10479861000158,SERV RIO TERCEIRIZAÇÃO E SERVIÇOS,Sargento Portugal,RJ,PODE
160538,8051657,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-03,15.47,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8061707,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-05,503,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA,Dagoberto Nogueira,MS,PP
74467,C65E5F7F-ADDF-4C63-AC40-4EE208C5C621,PASSAGEM AÉREA - SIGEPA,2025-12-19,55,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8027592,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-06,260.06,81210734000105,M R R COMERCIO DE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,8033930,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-12-10,6500,47121800000124,J.A. SERVICE E TRANSPORTE LTDA,Gilberto Nascimento,SP,PSD
220545,8021203,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",2025-11-30,270,17931998000140,DI NAPOLI PLAZA HOTEL,Filipe Martins,TO,PL
66828,8050450,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-30,175.93,29032820000147,BELIZE COMPANY AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,86179C4F-A517-478D-BAC0-BD35E38DA054,PASSAGEM AÉREA - SIGEPA,2025-12-16,-1061.61,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8020491,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-11-28,10000,10479861000158,SERV RIO TERCEIRIZAÇÃO E SERVIÇOS,Sargento Portugal,RJ,PODE
160538,8051653,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,34.88,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8063751,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-06,6071.01,07810130110,Maria Anete Barros,Dagoberto Nogueira,MS,PP
74467,06C710F3-0F5F-4975-B491-0F9C9568A65D,PASSAGEM AÉREA - SIGEPA,2025-12-18,2186.27,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8017015,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-23,250.15,81210734000105,M R R COMERCIO DE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,8020827,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-11-27,6500,47121800000124,J.A. SERVICE E TRANSPORTE LTDA,Gilberto Nascimento,SP,PSD
220545,8021169,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",2025-11-30,155.7,17931998000140,DI NAPOLI PLAZA HOTEL,Filipe Martins,TO,PL
66828,8041508,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-19,207.6,29032820000147,BELIZE COMPANY AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,6E96FE71-D852-49CD-A37C-912B68609928,PASSAGEM AÉREA - SIGEPA,2025-12-16,727.49,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8029860,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-15,4000,63282328000168,SILVIA LETICIA CAIRES DA SILVA,Sargento Portugal,RJ,PODE
160538,8051650,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,30.68,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076209,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-05,6071.01,07810130110,Maria Anete Barros,Dagoberto Nogueira,MS,PP
74467,5F069845-62C4-4583-8FA2-231FEE7C4A8D,PASSAGEM AÉREA - SIGEPA,2025-11-28,1416.72,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8028161,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-10,267.23,04195651000135,KONJUNSKI KONJUNSKI & CIA LTDA,Welter,PR,PT
74270,8051877,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-02,10000,37306485000156,MINUSSI FILMES PRESTACOES DE SERVICOS PRODUCOES CINEMATOGRAF,Gilberto Nascimento,SP,PSD
220545,8042789,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-28,9900,05742553000133,GRAFICA OFICIO LTDA - ME,Filipe Martins,TO,PL
66828,8053381,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-17,130,16989214000172,AUTOPOSTO FLOREAL DE CAJAMAR LTDA,Fausto Pinato,SP,PP
220648,6E96FE71-D852-49CD-A37C-912B68609928,PASSAGEM AÉREA - SIGEPA,2025-12-16,-727.49,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8016740,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-27,4000,63282328000168,SILVIA LETICIA CAIRES DA SILVA,Sargento Portugal,RJ,PODE
160538,8051649,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-01,53.26,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8052163,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-05,6069.01,07810130110,Maria Anete Barros,Dagoberto Nogueira,MS,PP
74467,5F069845-62C4-4583-8FA2-231FEE7C4A8D,PASSAGEM AÉREA - SIGEPA,2025-11-28,55,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8026565,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-04,224.52,04195651000135,KONJUNSKI KONJUNSKI & CIA LTDA,Welter,PR,PT
74270,8038394,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-02,5694.18,43911106000150,POSTO DE SERVICOS CHICAJULIA LT,Gilberto Nascimento,SP,PSD
220545,8021124,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-28,29700,05742553000133,GRAFICA OFICIO LTDA - ME,Filipe Martins,TO,PL
66828,8050446,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-03,130,37063328001058,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,Fausto Pinato,SP,PP
220648,4ECBFB7B-5B56-40C0-899D-7D611EE812F7,PASSAGEM AÉREA - SIGEPA,2025-12-16,756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8031743,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-15,6000,58737410000108,DIALOG CONSULTORIA ESTRATEGICA LTDA,Sargento Portugal,RJ,PODE
160538,8051641,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-01,37.23,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8038924,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-10,6069.14,07810130110,Maria Anete Barros,Dagoberto Nogueira,MS,PP
74467,3DC35C7C-6E19-43AF-B490-15E34EDFC692,PASSAGEM AÉREA - SIGEPA,2025-11-28,2112.41,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8017008,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-22,205.05,04195651000135,KONJUNSKI KONJUNSKI & CIA LTDA,Welter,PR,PT
74270,8020981,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-01,3920.51,43911106000150,POSTO DE SERVICOS CHICAJULIA LT,Gilberto Nascimento,SP,PSD
220545,8041322,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-02,702.48,13347016000117,Facebook Serviços Online do Brasil Ltda.,Filipe Martins,TO,PL
66828,8050490,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-08,120,25048785000101,AUTO POSTO VERISSIMO E SANTOS LTDA,Fausto Pinato,SP,PP
220648,4ECBFB7B-5B56-40C0-899D-7D611EE812F7,PASSAGEM AÉREA - SIGEPA,2025-12-16,-756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8030239,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-16,3500,12801816000101,ADRIANA CRISTINA SANTANA E SILVA PAIXÃO LOPES DE MOURA,Sargento Portugal,RJ,PODE
160538,8051635,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-01,21.33,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8079616,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-26,945,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA.,Dagoberto Nogueira,MS,PP
74467,327E9234-BBED-4EDA-BA23-686822BEBE8E,PASSAGEM AÉREA - SIGEPA,2025-11-28,2112.41,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8030617,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-03,200.06,04213814000165,GT PETRO COMERCIO DE COMBUSTIVEL LTDA,Welter,PR,PT
220545,8042536,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-27,4250,59272017000140,59.272.017 RICARDO PEREIRA DO NASCIMENTO,Filipe Martins,TO,PL
66828,8090002,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-11,115,07607543000110,AUTO POSTO RBR LTDA,Fausto Pinato,SP,PP
220648,6AFDBFCA-3BEF-4AD9-B1F9-A6808A876548,PASSAGEM AÉREA - SIGEPA,2025-12-16,756.76,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8016712,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-18,3500,12801816000101,ADRIANA CRISTINA SANTANA E SILVA PAIXÃO LOPES DE MOURA,Sargento Portugal,RJ,PODE
160538,8051631,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-01,19.63,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8055979,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-24,945,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA.,Dagoberto Nogueira,MS,PP
74467,18ACEFA9-1837-4D93-9790-45DBBD4F69E2,PASSAGEM AÉREA - SIGEPA,2025-12-19,2263.9,,Azul Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8014705,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-17,347.02,53804923000162,E W ASTRALIS POSTO DE COMBUSTIVEIS LTDA,Welter,PR,PT
220545,8031196,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-16,4250,59272017000140,59.272.017 RICARDO PEREIRA DO NASCIMENTO,Filipe Martins,TO,PL
66828,8089978,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-29,90,10640500000141,AUTO POSTO PORTAL DOS YPES LTDA,Fausto Pinato,SP,PP
220648,A8C96180-3CE7-49EE-A503-883E9C039E88,PASSAGEM AÉREA - SIGEPA,2025-12-15,3020.81,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8051424,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-10,4000,53363288000125,44MK SOLUÇÕES DIGITAIS LTDA,Sargento Portugal,RJ,PODE
160538,8012316,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-11,19.81,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8041768,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-21,945,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA.,Dagoberto Nogueira,MS,PP
74467,8028982,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2025-12-03,7000,34300771000116,SHEKINAH LOCACAO DE VEICULOS EIRELI,Damião Feliciano,PB,UNIÃO
